"file","labels","pack","style","kind"
"alexs_mobs-block_caiman_eggs_slightly_cracked.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_caiman_eggs_very_cracked.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_capsid.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_crocodile_egg.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_crocodile_egg_slightly_cracked.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_crocodile_egg_very_cracked.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_crystalized_banana_slug_mucus.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_end_pirate_trapdoor.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_end_pirate_trapdoor_side.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ender_residue_0.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ender_residue_1.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ender_residue_2.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ender_residue_3.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_0.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_1.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_2.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_3.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_4.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_5.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_6.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_7.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_8.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_ghostly_pickaxe_destroy_stage_9.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_gustmaker_front_off.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_gustmaker_front_on.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_gustmaker_side.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_gustmaker_top.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_leafcutter_ant_chamber.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_leafcutter_ant_chamber_fungus.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_leafcutter_anthill.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_leafcutter_anthill_top.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_phantom_sail_bottom.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_phantom_sail_middle.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_phantom_sail_single.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_phantom_sail_top.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_platypus_eggs.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_platypus_eggs_slightly_cracked.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_platypus_eggs_very_cracked.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_purpur_planks.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_rainbow_glass.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_rainbow_glass_all.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_rainbow_glass_blank.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_rainbow_glass_down.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_rainbow_glass_left.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_rainbow_glass_right.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_rainbow_glass_up.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_red_sand_circle.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_sail_bottom.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_sand_circle.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_skulk_boomer_closed.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_skulk_boomer_locked.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_skulk_boomer_open.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_skulk_boomer_top.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_skunk_spray.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_spectre_sail_bottom.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_spectre_sail_middle.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_spectre_sail_single.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_spectre_sail_top.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_straddlite_block.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_terrapin_egg.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_terrapin_egg_slightly_cracked.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_terrapin_egg_very_cracked.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_triops_eggs.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-block_void_worm_effigy.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","block"
"alexs_mobs-item_acacia_blossom.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_ambergris.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_ancient_dart.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_animal_dictionary.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_banana.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_banana_peel.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_banana_slug_slime.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bear_dust.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bear_fur.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bison_fur.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_blobfish.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_blobfish_bucket.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_blood_sac.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_blood_sprayer.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_blood_sprayer_empty.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_boiled_emu_egg.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bone_serpent_tooth.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_blobfish.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_comb_jelly.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_devils_hole_pupfish.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_flying_fish.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_frilled_shark.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_lobster.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_medium_catfish.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_mimic_octopus.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_mudskipper.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_platypus.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_small_catfish.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_stradpole.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_terrapin.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_bucket_content_triops.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cachalot_whale_tooth.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_caiman_egg.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_centipede_leg.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_centipede_leggings.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_chorus_on_a_stick.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cockroach_ootheca.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cockroach_wing.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cockroach_wing_fragment.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cooked_catfish.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cooked_kangaroo_meat.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cooked_lobster_tail.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cooked_moose_ribs.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cosmic_cod.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_cosmic_cod_bucket.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_crocodile_chestplate.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_crocodile_egg.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_crocodile_scute.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_dimensional_carver.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_dimensional_carver_shards_0.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_dimensional_carver_shards_1.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_dimensional_carver_shards_10.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_dimensional_carver_shards_2.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
"alexs_mobs-item_dimensional_carver_shards_3.png","vanilla-consistent,wildlife-expansion,realistic,biodiversity,naturalistic,exotic,ecological,immersive,biome-diversity,subtle-detail,vanilla","alexs_mobs","vanilla","item"
